gl_entry_id,transaction_id,transaction_type,reference_number,gl_date,account_number,account_name,debit_amount,credit_amount,third_party_id,third_party_name,contract_id,legal_entity_id,legal_entity_name,cost_center_id,cost_center_name,category,created_timestamp
SPEND-PMT-60000148-1,60000148,SPEND_PAYMENT,PAY600001483392,2024-10-28,1000,Cash,0,3405.39,30000228,American Leasing Solutions,40001126,100005,Enterprise Solutions Group,1004,Engineering,subcontractor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000148-2,60000148,SPEND_PAYMENT,PAY600001483392,2024-10-28,2000,Accounts Payable,3405.39,0,30000228,American Leasing Solutions,40001126,100005,Enterprise Solutions Group,1004,Engineering,subcontractor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000150-1,60000150,SPEND_PAYMENT,PAY600001504032,2025-01-06,1000,Cash,0,2795.15,30000175,Christensen Investment Advisors,40002032,100002,Global Industries Inc,1005,R&D,labor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000150-2,60000150,SPEND_PAYMENT,PAY600001504032,2025-01-06,2000,Accounts Payable,2795.15,0,30000175,Christensen Investment Advisors,40002032,100002,Global Industries Inc,1005,R&D,labor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000161-1,60000161,SPEND_PAYMENT,PAY600001612909,2024-10-19,1000,Cash,0,458.98,30000085,Global Benefits Provider Consulting,40000871,100005,Enterprise Solutions Group,1003,Marketing Department,materials,2025-10-15T03:08:38.018Z
SPEND-PMT-60000161-2,60000161,SPEND_PAYMENT,PAY600001612909,2024-10-19,2000,Accounts Payable,458.98,0,30000085,Global Benefits Provider Consulting,40000871,100005,Enterprise Solutions Group,1003,Marketing Department,materials,2025-10-15T03:08:38.018Z
SPEND-PMT-60000171-1,60000171,SPEND_PAYMENT,PAY600001715024,2024-11-28,1000,Cash,0,846.63,30000289,Martinez Consulting,40001340,100005,Enterprise Solutions Group,1000,Executive,equipment,2025-10-15T03:08:38.018Z
SPEND-PMT-60000171-2,60000171,SPEND_PAYMENT,PAY600001715024,2024-11-28,2000,Accounts Payable,846.63,0,30000289,Martinez Consulting,40001340,100005,Enterprise Solutions Group,1000,Executive,equipment,2025-10-15T03:08:38.018Z
SPEND-PMT-60000177-1,60000177,SPEND_PAYMENT,PAY600001772819,2024-12-31,1000,Cash,0,108.5,30000244,Jones-Hall Consulting Consulting,40002754,100005,Enterprise Solutions Group,1002,Sales Department,subcontractor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000177-2,60000177,SPEND_PAYMENT,PAY600001772819,2024-12-31,2000,Accounts Payable,108.5,0,30000244,Jones-Hall Consulting Consulting,40002754,100005,Enterprise Solutions Group,1002,Sales Department,subcontractor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000180-1,60000180,SPEND_PAYMENT,PAY600001804640,2024-10-05,1000,Cash,0,108,30000090,American Insurance Corporation,40002256,100005,Enterprise Solutions Group,1005,R&D,overhead,2025-10-15T03:08:38.018Z
SPEND-PMT-60000180-2,60000180,SPEND_PAYMENT,PAY600001804640,2024-10-05,2000,Accounts Payable,108,0,30000090,American Insurance Corporation,40002256,100005,Enterprise Solutions Group,1005,R&D,overhead,2025-10-15T03:08:38.018Z
SPEND-PMT-60000182-1,60000182,SPEND_PAYMENT,PAY600001826562,2024-11-19,1000,Cash,0,579.01,30000132,American Investment Financial,40002145,100005,Enterprise Solutions Group,1002,Sales Department,subcontractor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000182-2,60000182,SPEND_PAYMENT,PAY600001826562,2024-11-19,2000,Accounts Payable,579.01,0,30000132,American Investment Financial,40002145,100005,Enterprise Solutions Group,1002,Sales Department,subcontractor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000197-1,60000197,SPEND_PAYMENT,PAY600001973918,2024-09-01,1000,Cash,0,3009.01,30000291,Dudley & Lynch Associates,40002546,100001,Acme Corporation,1007,Manufacturing,subcontractor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000197-2,60000197,SPEND_PAYMENT,PAY600001973918,2024-09-01,2000,Accounts Payable,3009.01,0,30000291,Dudley & Lynch Associates,40002546,100001,Acme Corporation,1007,Manufacturing,subcontractor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000198-1,60000198,SPEND_PAYMENT,PAY600001988338,2024-10-06,1000,Cash,0,2644.95,30000354,Global Supplier LLC,40001404,100003,TechVentures LLC,1000,Executive,equipment,2025-10-15T03:08:38.018Z
SPEND-PMT-60000198-2,60000198,SPEND_PAYMENT,PAY600001988338,2024-10-06,2000,Accounts Payable,2644.95,0,30000354,Global Supplier LLC,40001404,100003,TechVentures LLC,1000,Executive,equipment,2025-10-15T03:08:38.018Z
SPEND-PMT-60000200-1,60000200,SPEND_PAYMENT,PAY600002002408,2024-10-21,1000,Cash,0,322.91,30000244,Jones-Hall Consulting Consulting,40001390,100003,TechVentures LLC,1005,R&D,overhead,2025-10-15T03:08:38.018Z
SPEND-PMT-60000200-2,60000200,SPEND_PAYMENT,PAY600002002408,2024-10-21,2000,Accounts Payable,322.91,0,30000244,Jones-Hall Consulting Consulting,40001390,100003,TechVentures LLC,1005,R&D,overhead,2025-10-15T03:08:38.018Z
SPEND-PMT-60000230-1,60000230,SPEND_PAYMENT,PAY600002308341,2024-12-16,1000,Cash,0,185,30000311,"Washington, Consulting Partners",40001813,100004,International Holdings Ltd,1005,R&D,overhead,2025-10-15T03:08:38.018Z
SPEND-PMT-60000230-2,60000230,SPEND_PAYMENT,PAY600002308341,2024-12-16,2000,Accounts Payable,185,0,30000311,"Washington, Consulting Partners",40001813,100004,International Holdings Ltd,1005,R&D,overhead,2025-10-15T03:08:38.018Z
SPEND-PMT-60000231-1,60000231,SPEND_PAYMENT,PAY600002314774,2024-12-03,1000,Cash,0,5578.12,30000354,Global Supplier LLC,40001248,100004,International Holdings Ltd,1005,R&D,overhead,2025-10-15T03:08:38.018Z
SPEND-PMT-60000231-2,60000231,SPEND_PAYMENT,PAY600002314774,2024-12-03,2000,Accounts Payable,5578.12,0,30000354,Global Supplier LLC,40001248,100004,International Holdings Ltd,1005,R&D,overhead,2025-10-15T03:08:38.018Z
SPEND-PMT-60000234-1,60000234,SPEND_PAYMENT,PAY600002346923,2024-10-15,1000,Cash,0,977.11,30000351,Vega Investment,40001679,100005,Enterprise Solutions Group,1001,Corporate,labor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000234-2,60000234,SPEND_PAYMENT,PAY600002346923,2024-10-15,2000,Accounts Payable,977.11,0,30000351,Vega Investment,40001679,100005,Enterprise Solutions Group,1001,Corporate,labor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000243-1,60000243,SPEND_PAYMENT,PAY600002437828,2024-11-03,1000,Cash,0,59.98,30000097,Carney-Santos Auditing LLC,40002461,100003,TechVentures LLC,1003,Marketing Department,labor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000243-2,60000243,SPEND_PAYMENT,PAY600002437828,2024-11-03,2000,Accounts Payable,59.98,0,30000097,Carney-Santos Auditing LLC,40002461,100003,TechVentures LLC,1003,Marketing Department,labor,2025-10-15T03:08:38.018Z
SPEND-PMT-60000252-1,60000252,SPEND_PAYMENT,PAY600002529474,2024-11-11,1000,Cash,0,738.41,30000253,Holloway Benefits Provider,40001294,100002,Global Industries Inc,1002,Sales Department,materials,2025-10-15T03:08:38.018Z
SPEND-PMT-60000252-2,60000252,SPEND_PAYMENT,PAY600002529474,2024-11-11,2000,Accounts Payable,738.41,0,30000253,Holloway Benefits Provider,40001294,100002,Global Industries Inc,1002,Sales Department,materials,2025-10-15T03:08:38.018Z
SPEND-PMT-60000255-1,60000255,SPEND_PAYMENT,PAY600002558744,2024-11-14,1000,Cash,0,256.82,30000372,Byrd-Le Credit Company,40000699,100004,International Holdings Ltd,1007,Manufacturing,equipment,2025-10-15T03:08:38.018Z
SPEND-PMT-60000255-2,60000255,SPEND_PAYMENT,PAY600002558744,2024-11-14,2000,Accounts Payable,256.82,0,30000372,Byrd-Le Credit Company,40000699,100004,International Holdings Ltd,1007,Manufacturing,equipment,2025-10-15T03:08:38.018Z
SPEND-PMT-60000257-1,60000257,SPEND_PAYMENT,PAY600002571007,2024-12-10,1000,Cash,0,2193.56,30000354,Global Supplier LLC,40001194,100005,Enterprise Solutions Group,1003,Marketing Department,materials,2025-10-15T03:08:38.018Z
SPEND-PMT-60000257-2,60000257,SPEND_PAYMENT,PAY600002571007,2024-12-10,2000,Accounts Payable,2193.56,0,30000354,Global Supplier LLC,40001194,100005,Enterprise Solutions Group,1003,Marketing Department,materials,2025-10-15T03:08:38.018Z
SPEND-PMT-60000271-1,60000271,SPEND_PAYMENT,PAY600002717871,2024-12-24,1000,Cash,0,105,30000225,Global Tax Services Associates,40002128,100004,International Holdings Ltd,1007,Manufacturing,materials,2025-10-15T03:08:38.018Z
SPEND-PMT-60000271-2,60000271,SPEND_PAYMENT,PAY600002717871,2024-12-24,2000,Accounts Payable,105,0,30000225,Global Tax Services Associates,40002128,100004,International Holdings Ltd,1007,Manufacturing,materials,2025-10-15T03:08:38.018Z
SPEND-PMT-60000272-1,60000272,SPEND_PAYMENT,PAY600002725426,2024-09-25,1000,Cash,0,487.31,30000386,Summers & Olson Associates,40002339,100001,Acme Corporation,1004,Engineering,equipment,2025-10-15T03:08:38.018Z
SPEND-PMT-60000272-2,60000272,SPEND_PAYMENT,PAY600002725426,2024-09-25,2000,Accounts Payable,487.31,0,30000386,Summers & Olson Associates,40002339,100001,Acme Corporation,1004,Engineering,equipment,2025-10-15T03:08:38.018Z
